Pregunta,Consulta,Tabla,Valores,Categoría
¿Qué contratos existen ahora mismo para la región de Comisión Ejecutiva de la Fundación de la Comunitat Valenciana MARQ?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Comisión Ejecutiva de la Fundación de la Comunitat Valenciana MARQ';,expedientes,{'entidad': 'Comisión Ejecutiva de la Fundación de la Comunitat Valenciana MARQ'},entidad
"Contratos en Dirección General de Medio Natural y Biodiversidad de la Junta de Comunidades de Castilla-La Mancha, ¿puedes listarlos?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Dirección General de Medio Natural y Biodiversidad de la Junta de Comunidades de Castilla-La Mancha';,expedientes,{'entidad': 'Dirección General de Medio Natural y Biodiversidad de la Junta de Comunidades de Castilla-La Mancha'},entidad
Solicito información de expedientes en Alcaldía del Ayuntamiento de Zamora.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldía del Ayuntamiento de Zamora';,expedientes,{'entidad': 'Alcaldía del Ayuntamiento de Zamora'},entidad
Muéstrame todas las licitaciones de Región de Murcia que no superen 844000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Región de Murcia' AND expedientes.total_amount < 844000;,expedientes,"{'region': 'Región de Murcia', 'cuantia': 844000}",region_cuantia_inferior
¿Qué expedientes de Centro (ES) están registrados con cuantía menor a 221000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Centro (ES)' AND expedientes.total_amount < 221000;,expedientes,"{'region': 'Centro (ES)', 'cuantia': 221000}",region_cuantia_inferior
Muéstrame todas las licitaciones de Castellón/Castelló que no superen 681000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Castellón/Castelló' AND expedientes.total_amount < 681000;,expedientes,"{'region': 'Castellón/Castelló', 'cuantia': 681000}",region_cuantia_inferior
Enseña las licitaciones de Cáceres con importe menor a 194000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Cáceres' AND expedientes.total_amount < 194000;,expedientes,"{'region': 'Cáceres', 'cuantia': 194000}",region_cuantia_inferior
Filtra en Palencia los contratos que estén por debajo de 752000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Palencia' AND expedientes.total_amount < 752000;,expedientes,"{'region': 'Palencia', 'cuantia': 752000}",region_cuantia_inferior
Enseña los contratos de Cáceres con importe menor a 180000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Cáceres' AND expedientes.total_amount < 180000;,expedientes,"{'region': 'Cáceres', 'cuantia': 180000}",region_cuantia_inferior
Solicito información de expedientes en Navarra que no superen 730000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Navarra' AND expedientes.total_amount < 730000;,expedientes,"{'region': 'Navarra', 'cuantia': 730000}",region_cuantia_inferior
Dame la lista de licitaciones de Gestión de Servicios Públicos.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Gestión de Servicios Públicos';,expedientes,{'tipo': 'Gestión de Servicios Públicos'},tipo
¿Qué contratos de Patrimonial están registrados?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Patrimonial';,expedientes,{'tipo': 'Patrimonial'},tipo
Dame la lista de licitaciones de Privado.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Privado';,expedientes,{'tipo': 'Privado'},tipo
Solicito información de licitaciones de Privado.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Privado';,expedientes,{'tipo': 'Privado'},tipo
¿Qué licitaciones para contratos de Servicios están registradas?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Servicios';,expedientes,{'tipo': 'Servicios'},tipo
Lista todas las licitaciones relacionadas con contratos de Gestión de Servicios Públicos.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Gestión de Servicios Públicos';,expedientes,{'tipo': 'Gestión de Servicios Públicos'},tipo
Solicito información de contratos de Servicios.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Servicios';,expedientes,{'tipo': 'Servicios'},tipo
Dame la lista de licitaciones Anuncio Previo.,SELECT * FROM expedientes WHERE contract_folder_status = 'Anuncio Previo';,expedientes,{'estado': 'Anuncio Previo'},estado
¿Qué contratos En evaluación están registrados?,SELECT * FROM expedientes WHERE contract_folder_status = 'En evaluación';,expedientes,{'estado': 'En evaluación'},estado
Dame la lista de licitaciones Resuelto.,SELECT * FROM expedientes WHERE contract_folder_status = 'Resuelto';,expedientes,{'estado': 'Resuelto'},estado
Solicito información de licitaciones Publicado.,SELECT * FROM expedientes WHERE contract_folder_status = 'Publicado';,expedientes,{'estado': 'Publicado'},estado
¿Qué licitaciones para contratos Anuncio Previo están registradas?,SELECT * FROM expedientes WHERE contract_folder_status = 'Anuncio Previo';,expedientes,{'estado': 'Anuncio Previo'},estado
Lista todas las licitaciones relacionadas con contratos En evaluación.,SELECT * FROM expedientes WHERE contract_folder_status = 'En evaluación';,expedientes,{'estado': 'En evaluación'},estado
Solicito información de contratos Anuncio Previo.,SELECT * FROM expedientes WHERE contract_folder_status = 'Anuncio Previo';,expedientes,{'estado': 'Anuncio Previo'},estado
Quiero ver todas las licitaciones con cuantías inferiores a 572000€.,SELECT * FROM expedientes WHERE total_amount < 572000;,expedientes,{'cuantia': 572000},cuantia_inferior
Lista todos los expedientes cuya cuantía no supera 306000€.,SELECT * FROM expedientes WHERE total_amount < 306000;,expedientes,{'cuantia': 306000},cuantia_inferior
Quiero ver todas las licitaciones con cuantías inferiores a 504000€.,SELECT * FROM expedientes WHERE total_amount < 504000;,expedientes,{'cuantia': 504000},cuantia_inferior
Muestra las licitaciones registradas que no superan 435000€.,SELECT * FROM expedientes WHERE total_amount < 435000;,expedientes,{'cuantia': 435000},cuantia_inferior
¿Qué contratos existen ahora mismo con una cuantía menor a 752000€?,SELECT * FROM expedientes WHERE total_amount < 752000;,expedientes,{'cuantia': 752000},cuantia_inferior
"Contratos con cuantía inferior a 92000€, ¿puedes listarlos?",SELECT * FROM expedientes WHERE total_amount < 92000;,expedientes,{'cuantia': 92000},cuantia_inferior
Muestra los expedientes registrados que no superan 306000€.,SELECT * FROM expedientes WHERE total_amount < 306000;,expedientes,{'cuantia': 306000},cuantia_inferior
Quiero ver todas las licitaciones con cuantías superiores a 24000€.,SELECT * FROM expedientes WHERE total_amount > 24000;,expedientes,{'cuantia': 24000},cuantia_superior
Lista todos los expedientes relacionados cuya cuantía supera 810000€.,SELECT * FROM expedientes WHERE total_amount > 810000;,expedientes,{'cuantia': 810000},cuantia_superior
Quiero ver todas las licitaciones con cuantías superiores a 490000€.,SELECT * FROM expedientes WHERE total_amount > 490000;,expedientes,{'cuantia': 490000},cuantia_superior
Muestra las licitaciones registradas que exceden 560000€.,SELECT * FROM expedientes WHERE total_amount > 560000;,expedientes,{'cuantia': 560000},cuantia_superior
¿Qué contratos existen ahora mismo con una cuantía mayor a 306000€?,SELECT * FROM expedientes WHERE total_amount > 306000;,expedientes,{'cuantia': 306000},cuantia_superior
"Contratos con cuantía superior a 918000€, ¿puedes listarlos?",SELECT * FROM expedientes WHERE total_amount > 918000;,expedientes,{'cuantia': 918000},cuantia_superior
Muestra los expedientes registrados que exceden 520000€.,SELECT * FROM expedientes WHERE total_amount > 520000;,expedientes,{'cuantia': 520000},cuantia_superior
Muéstrame todas las licitaciones de Gestión de Servicios Públicos que se ofrecen en Castellón/Castelló.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Castellón/Castelló' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos';,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'region': 'Castellón/Castelló'}",region_tipo
¿Qué expedientes de Privado están activos en Menorca?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Menorca' AND expedientes.procurement_project_type_code = 'Privado';,expedientes,"{'tipo': 'Privado', 'region': 'Menorca'}",region_tipo
Muéstrame todas las licitaciones de Obras que se ofrecen en Región de Murcia.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Región de Murcia' AND expedientes.procurement_project_type_code = 'Obras';,expedientes,"{'tipo': 'Obras', 'region': 'Región de Murcia'}",region_tipo
Enseña las licitaciones de Privado que se hayan publicado en Gran Canaria.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Gran Canaria' AND expedientes.procurement_project_type_code = 'Privado';,expedientes,"{'tipo': 'Privado', 'region': 'Gran Canaria'}",region_tipo
Filtra en Madrid los contratos de Suministros que estén publicados.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Madrid' AND expedientes.procurement_project_type_code = 'Suministros';,expedientes,"{'region': 'Madrid', 'tipo': 'Suministros'}",region_tipo
Enseña los contratos de Patrimonial que hayan salido en Barcelona.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Barcelona' AND expedientes.procurement_project_type_code = 'Patrimonial';,expedientes,"{'tipo': 'Patrimonial', 'region': 'Barcelona'}",region_tipo
Solicito información de expedientes de Servicios en Guadalajara.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Guadalajara' AND expedientes.procurement_project_type_code = 'Servicios';,expedientes,"{'tipo': 'Servicios', 'region': 'Guadalajara'}",region_tipo
Muéstrame todas las licitaciones Publicado en España.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'España' AND expedientes.contract_folder_status = 'Publicado';,expedientes,"{'estado': 'Publicado', 'region': 'España'}",region_estado
¿Qué expedientes Anuncio Previo están registrados en Melilla?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Melilla' AND expedientes.contract_folder_status = 'Anuncio Previo';,expedientes,"{'estado': 'Anuncio Previo', 'region': 'Melilla'}",region_estado
Muéstrame todas las licitaciones Adjudicado en Mallorca.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Mallorca' AND expedientes.contract_folder_status = 'Adjudicado';,expedientes,"{'estado': 'Adjudicado', 'region': 'Mallorca'}",region_estado
Enseña las licitaciones que estén En evaluación en Cuenca.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Cuenca' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'estado': 'En evaluación', 'region': 'Cuenca'}",region_estado
Filtra los contratos En evaluación de Cantabria.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Cantabria' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'estado': 'En evaluación', 'region': 'Cantabria'}",region_estado
Enseña los contratos que estén Publicado en Madrid.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Madrid' AND expedientes.contract_folder_status = 'Publicado';,expedientes,"{'estado': 'Publicado', 'region': 'Madrid'}",region_estado
Solicito información de expedientes Anuncio Previo en Este.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Este' AND expedientes.contract_folder_status = 'Anuncio Previo';,expedientes,"{'estado': 'Anuncio Previo', 'region': 'Este'}",region_estado
Muéstrame todas las licitaciones de La Rioja que excedan 193000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'La Rioja' AND expedientes.total_amount > 193000;,expedientes,"{'region': 'La Rioja', 'cuantia': 193000}",region_cuantia_superior
¿Qué expedientes de Barcelona están registrados con cuantía mayor a 849000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Barcelona' AND expedientes.total_amount > 849000;,expedientes,"{'region': 'Barcelona', 'cuantia': 849000}",region_cuantia_superior
Muéstrame todas las licitaciones de Ávila que excedan 560000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ávila' AND expedientes.total_amount > 560000;,expedientes,"{'region': 'Ávila', 'cuantia': 560000}",region_cuantia_superior
Enseña las licitaciones de Región de Murcia con importe mayor a 304000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Región de Murcia' AND expedientes.total_amount > 304000;,expedientes,"{'region': 'Región de Murcia', 'cuantia': 304000}",region_cuantia_superior
Filtra en Comunitat Valenciana los contratos que estén por encima de 165000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Comunitat Valenciana' AND expedientes.total_amount > 165000;,expedientes,"{'region': 'Comunitat Valenciana', 'cuantia': 165000}",region_cuantia_superior
Enseña los contratos de Granada con importe mayor a 619000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Granada' AND expedientes.total_amount > 619000;,expedientes,"{'region': 'Granada', 'cuantia': 619000}",region_cuantia_superior
Solicito información de expedientes en Canarias que excedan 520000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Canarias' AND expedientes.total_amount > 520000;,expedientes,"{'region': 'Canarias', 'cuantia': 520000}",region_cuantia_superior
Muéstrame todas las licitaciones de Concesión de Servicios en País Vasco que estén Anuncio Previo y excedan 829000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'País Vasco' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.contract_folder_status = 'Anuncio Previo' AND expedientes.total_amount > 829000;,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'País Vasco', 'estado': 'Anuncio Previo', 'cuantia': 829000}",region_tipo_estado_cuantia_superior
¿Qué expedientes de Privado hay en La Rioja con estado Resuelto y montos mayores a 92000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'La Rioja' AND expedientes.procurement_project_type_code = 'Privado' AND expedientes.contract_folder_status = 'Resuelto' AND expedientes.total_amount > 92000;,expedientes,"{'tipo': 'Privado', 'region': 'La Rioja', 'estado': 'Resuelto', 'cuantia': 92000}",region_tipo_estado_cuantia_superior
Muéstrame todas las licitaciones de Concesión de Servicios en Madrid que estén Adjudicado y excedan 987000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Madrid' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount > 987000;,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'Madrid', 'estado': 'Adjudicado', 'cuantia': 987000}",region_tipo_estado_cuantia_superior
"¿Existen licitaciones de Patrimonial, con estado Resuelto, por encima de 206000€ en Ciudad Real ahora mismo?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ciudad Real' AND expedientes.procurement_project_type_code = 'Patrimonial' AND expedientes.contract_folder_status = 'Resuelto' AND expedientes.total_amount > 206000;,expedientes,"{'tipo': 'Patrimonial', 'estado': 'Resuelto', 'cuantia': 206000, 'region': 'Ciudad Real'}",region_tipo_estado_cuantia_superior
"Enseña los contratos de Privado, Publicado, con cuantía superior a 85000€ registrados en Gipuzkoa.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Gipuzkoa' AND expedientes.procurement_project_type_code = 'Privado' AND expedientes.contract_folder_status = 'Publicado' AND expedientes.total_amount > 85000;,expedientes,"{'tipo': 'Privado', 'estado': 'Publicado', 'cuantia': 85000, 'region': 'Gipuzkoa'}",region_tipo_estado_cuantia_superior
"¿Existen contratos de Concesión de Servicios, con estado En evaluación, por encima de 304000€ en Ávila actualmente?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ávila' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.contract_folder_status = 'En evaluación' AND expedientes.total_amount > 304000;,expedientes,"{'tipo': 'Concesión de Servicios', 'estado': 'En evaluación', 'cuantia': 304000, 'region': 'Ávila'}",region_tipo_estado_cuantia_superior
"Muestra los expedientes de Privado en Asturias, con estado Adjudicado, y cuantía mayor a 560000€.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Asturias' AND expedientes.procurement_project_type_code = 'Privado' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount > 560000;,expedientes,"{'tipo': 'Privado', 'region': 'Asturias', 'estado': 'Adjudicado', 'cuantia': 560000}",region_tipo_estado_cuantia_superior
Muéstrame todas las licitaciones de Concesión de Servicios que estén Anuncio Previo en La Rioja.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'La Rioja' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.contract_folder_status = 'Anuncio Previo';,expedientes,"{'tipo': 'Concesión de Servicios', 'estado': 'Anuncio Previo', 'region': 'La Rioja'}",region_tipo_estado
¿Qué expedientes de Obras se encuentran Adjudicado actualmente en Ciudad de Melilla?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ciudad de Melilla' AND expedientes.procurement_project_type_code = 'Obras' AND expedientes.contract_folder_status = 'Adjudicado';,expedientes,"{'tipo': 'Obras', 'estado': 'Adjudicado', 'region': 'Ciudad de Melilla'}",region_tipo_estado
Muéstrame todas las licitaciones de Patrimonial que estén En evaluación en Castilla y León.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Castilla y León' AND expedientes.procurement_project_type_code = 'Patrimonial' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'tipo': 'Patrimonial', 'estado': 'En evaluación', 'region': 'Castilla y León'}",region_tipo_estado
¿Existen licitaciones de Patrimonial Anuncio Previo en Ciudad Real ahora mismo?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ciudad Real' AND expedientes.procurement_project_type_code = 'Patrimonial' AND expedientes.contract_folder_status = 'Anuncio Previo';,expedientes,"{'tipo': 'Patrimonial', 'estado': 'Anuncio Previo', 'region': 'Ciudad Real'}",region_tipo_estado
Enseña los contratos de Suministros Resuelto registrados en Noreste.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Noreste' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'tipo': 'Suministros', 'estado': 'Resuelto', 'region': 'Noreste'}",region_tipo_estado
¿Existen contratos de Concesión de Servicios En evaluación en Sur ahora mismo?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Sur' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'tipo': 'Concesión de Servicios', 'estado': 'En evaluación', 'region': 'Sur'}",region_tipo_estado
Muestra los expedientes de Servicios en Huesca que tengan estado En evaluación.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Huesca' AND expedientes.procurement_project_type_code = 'Servicios' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'tipo': 'Servicios', 'region': 'Huesca', 'estado': 'En evaluación'}",region_tipo_estado
Muéstrame todas las licitaciones de Servicios en Comunidad Foral de Navarra que no superen 490000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Comunidad Foral de Navarra' AND expedientes.procurement_project_type_code = 'Servicios' AND expedientes.total_amount < 490000;,expedientes,"{'tipo': 'Servicios', 'region': 'Comunidad Foral de Navarra', 'cuantia': 490000}",region_tipo_cuantia_inferior
¿Qué expedientes de Gestión de Servicios Públicos hay en Ciudad de Ceuta con importes menores a 629000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ciudad de Ceuta' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos' AND expedientes.total_amount < 629000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'region': 'Ciudad de Ceuta', 'cuantia': 629000}",region_tipo_cuantia_inferior
Muéstrame todas las licitaciones de Obras en Comunidad de Madrid que no superen 109000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Comunidad de Madrid' AND expedientes.procurement_project_type_code = 'Obras' AND expedientes.total_amount < 109000;,expedientes,"{'tipo': 'Obras', 'region': 'Comunidad de Madrid', 'cuantia': 109000}",region_tipo_cuantia_inferior
¿Existen licitaciones de Obras con cuantía menor a 72000€ en Tenerife ahora mismo?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Tenerife' AND expedientes.procurement_project_type_code = 'Obras' AND expedientes.total_amount < 72000;,expedientes,"{'tipo': 'Obras', 'cuantia': 72000, 'region': 'Tenerife'}",region_tipo_cuantia_inferior
Enseña los contratos de Patrimonial con cuantía inferior a 478000€ registrados en Alicante/Alacant.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Alicante/Alacant' AND expedientes.procurement_project_type_code = 'Patrimonial' AND expedientes.total_amount < 478000;,expedientes,"{'tipo': 'Patrimonial', 'cuantia': 478000, 'region': 'Alicante/Alacant'}",region_tipo_cuantia_inferior
¿Existen contratos de Obras con cuantía menor a 618000€ en Melilla ahora mismo?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Melilla' AND expedientes.procurement_project_type_code = 'Obras' AND expedientes.total_amount < 618000;,expedientes,"{'tipo': 'Obras', 'cuantia': 618000, 'region': 'Melilla'}",region_tipo_cuantia_inferior
Muestra los expedientes de Patrimonial en El Hierro con cuantía menor a 146000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'El Hierro' AND expedientes.procurement_project_type_code = 'Patrimonial' AND expedientes.total_amount < 146000;,expedientes,"{'tipo': 'Patrimonial', 'region': 'El Hierro', 'cuantia': 146000}",region_tipo_cuantia_inferior
Muéstrame todas las licitaciones de Concesión de Servicios en Huelva que excedan 316000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Huelva' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.total_amount > 316000;,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'Huelva', 'cuantia': 316000}",region_tipo_cuantia_superior
¿Qué expedientes de Concesión de Servicios hay en Gipuzkoa con importes mayores a 221000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Gipuzkoa' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.total_amount > 221000;,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'Gipuzkoa', 'cuantia': 221000}",region_tipo_cuantia_superior
