Pregunta,Consulta,Tabla,Valores,Categoría
Expedientes que exceden 72000€,SELECT * FROM expedientes WHERE total_amount > 72000;,expedientes,{'cuantia': 72000},cuantia_superior
Licitaciones con cuantía mayor a 41000€,SELECT * FROM expedientes WHERE total_amount > 41000;,expedientes,{'cuantia': 41000},cuantia_superior
Expedientes de más de 566000€,SELECT * FROM expedientes WHERE total_amount > 566000;,expedientes,{'cuantia': 566000},cuantia_superior
Contratos que exceden 435000€,SELECT * FROM expedientes WHERE total_amount > 435000;,expedientes,{'cuantia': 435000},cuantia_superior
Licitaciones de más de 618000€,SELECT * FROM expedientes WHERE total_amount > 618000;,expedientes,{'cuantia': 618000},cuantia_superior
¿Cuáles son los expedientes con una cuantía mayor que 844000€?,SELECT * FROM expedientes WHERE total_amount > 844000;,expedientes,{'cuantia': 844000},cuantia_superior
¿Cuáles son los contratos con una cuantía superior a 605000€?,SELECT * FROM expedientes WHERE total_amount > 605000;,expedientes,{'cuantia': 605000},cuantia_superior
Filtra por una cuantía mayor que 504000€.,SELECT * FROM expedientes WHERE total_amount > 504000;,expedientes,{'cuantia': 504000},cuantia_superior
¿Cuántos expedientes hay disponibles con una cuantía superior a 306000€?,SELECT * FROM expedientes WHERE total_amount > 306000;,expedientes,{'cuantia': 306000},cuantia_superior
Dame la lista de contratos con montos mayores a 939000€.,SELECT * FROM expedientes WHERE total_amount > 939000;,expedientes,{'cuantia': 939000},cuantia_superior
Enseña los expedientes con cuantía superior a 435000€.,SELECT * FROM expedientes WHERE total_amount > 435000;,expedientes,{'cuantia': 435000},cuantia_superior
Lista todos los expedientes relacionados cuya cuantía supera 353000€.,SELECT * FROM expedientes WHERE total_amount > 353000;,expedientes,{'cuantia': 353000},cuantia_superior
¿Cuáles son los expedientes con una cuantía mayor que 906000€?,SELECT * FROM expedientes WHERE total_amount > 906000;,expedientes,{'cuantia': 906000},cuantia_superior
Necesito consultar todas las licitaciones con cuantías superiores a 810000€.,SELECT * FROM expedientes WHERE total_amount > 810000;,expedientes,{'cuantia': 810000},cuantia_superior
¿Qué contratos existen ahora mismo con una cuantía mayor a 274000€?,SELECT * FROM expedientes WHERE total_amount > 274000;,expedientes,{'cuantia': 274000},cuantia_superior
Muestra los contratos registrados que exceden 838000€.,SELECT * FROM expedientes WHERE total_amount > 838000;,expedientes,{'cuantia': 838000},cuantia_superior
Dame la lista de expedientes con montos mayores a 978000€.,SELECT * FROM expedientes WHERE total_amount > 978000;,expedientes,{'cuantia': 978000},cuantia_superior
¿Cuáles son los contratos con una cuantía mayor que 842000€?,SELECT * FROM expedientes WHERE total_amount > 842000;,expedientes,{'cuantia': 842000},cuantia_superior
Solicito información de expedientes con una cuantía mayor a 33000€.,SELECT * FROM expedientes WHERE total_amount > 33000;,expedientes,{'cuantia': 33000},cuantia_superior
¿Qué licitaciones existen ahora mismo con una cuantía mayor a 560000€?,SELECT * FROM expedientes WHERE total_amount > 560000;,expedientes,{'cuantia': 560000},cuantia_superior
¿Qué expedientes existen ahora mismo con una cuantía mayor a 167000€?,SELECT * FROM expedientes WHERE total_amount > 167000;,expedientes,{'cuantia': 167000},cuantia_superior
Lista todos los contratos relacionados cuya cuantía supera 590000€.,SELECT * FROM expedientes WHERE total_amount > 590000;,expedientes,{'cuantia': 590000},cuantia_superior
Necesito consultar todos los expedientes con cuantías superiores a 605000€.,SELECT * FROM expedientes WHERE total_amount > 605000;,expedientes,{'cuantia': 605000},cuantia_superior
Muestra los expedientes registrados que exceden 315000€.,SELECT * FROM expedientes WHERE total_amount > 315000;,expedientes,{'cuantia': 315000},cuantia_superior
Solicito información de expedientes con una cuantía mayor a 479000€.,SELECT * FROM expedientes WHERE total_amount > 479000;,expedientes,{'cuantia': 479000},cuantia_superior
¿Cuáles son los expedientes con una cuantía superior a 490000€?,SELECT * FROM expedientes WHERE total_amount > 490000;,expedientes,{'cuantia': 490000},cuantia_superior
Dame la lista de expedientes con montos mayores a 221000€.,SELECT * FROM expedientes WHERE total_amount > 221000;,expedientes,{'cuantia': 221000},cuantia_superior
Busco todas las licitaciones con cuantía superior a 406000€.,SELECT * FROM expedientes WHERE total_amount > 406000;,expedientes,{'cuantia': 406000},cuantia_superior
Dame la lista de contratos con montos mayores a 558000€.,SELECT * FROM expedientes WHERE total_amount > 558000;,expedientes,{'cuantia': 558000},cuantia_superior
Lista todos los expedientes relacionados cuya cuantía supera 978000€.,SELECT * FROM expedientes WHERE total_amount > 978000;,expedientes,{'cuantia': 978000},cuantia_superior
Filtra por una cuantía mayor que 849000€.,SELECT * FROM expedientes WHERE total_amount > 849000;,expedientes,{'cuantia': 849000},cuantia_superior
Filtra por cuantía superior a 757000€ todos los expedientes disponibles.,SELECT * FROM expedientes WHERE total_amount > 757000;,expedientes,{'cuantia': 757000},cuantia_superior
Quiero ver todos los expedientes con cuantías superiores a 109000€.,SELECT * FROM expedientes WHERE total_amount > 109000;,expedientes,{'cuantia': 109000},cuantia_superior
¿Tienes información sobre los expedientes que afectan una cuantía mayor a 92000€?,SELECT * FROM expedientes WHERE total_amount > 92000;,expedientes,{'cuantia': 92000},cuantia_superior
Expedientes superiores a 597000€,SELECT * FROM expedientes WHERE total_amount > 597000;,expedientes,{'cuantia': 597000},cuantia_superior
¿Qué contratos existen ahora mismo con una cuantía mayor a 520000€?,SELECT * FROM expedientes WHERE total_amount > 520000;,expedientes,{'cuantia': 520000},cuantia_superior
Enseña los contratos con cuantía superior a 146000€.,SELECT * FROM expedientes WHERE total_amount > 146000;,expedientes,{'cuantia': 146000},cuantia_superior
"Estoy buscando los contratos con una cuantía superior a 274000€, ¿me los puedes mostrar?",SELECT * FROM expedientes WHERE total_amount > 274000;,expedientes,{'cuantia': 274000},cuantia_superior
Quiero ver todos los contratos con cuantías superiores a 473000€.,SELECT * FROM expedientes WHERE total_amount > 473000;,expedientes,{'cuantia': 473000},cuantia_superior
Muéstrame todos los contratos cuya cuantía excede 193000€.,SELECT * FROM expedientes WHERE total_amount > 193000;,expedientes,{'cuantia': 193000},cuantia_superior
Necesito consultar todas las licitaciones con cuantías superiores a 619000€.,SELECT * FROM expedientes WHERE total_amount > 619000;,expedientes,{'cuantia': 619000},cuantia_superior
"Contratos con cuantía superior a 730000€, ¿puedes listarlos?",SELECT * FROM expedientes WHERE total_amount > 730000;,expedientes,{'cuantia': 730000},cuantia_superior
Dame la lista de licitaciones con montos mayores a 987000€.,SELECT * FROM expedientes WHERE total_amount > 987000;,expedientes,{'cuantia': 987000},cuantia_superior
¿Qué expedientes existen ahora mismo con una cuantía mayor a 85000€?,SELECT * FROM expedientes WHERE total_amount > 85000;,expedientes,{'cuantia': 85000},cuantia_superior
Licitaciones superiores a 597000€,SELECT * FROM expedientes WHERE total_amount > 597000;,expedientes,{'cuantia': 597000},cuantia_superior
¿Cuáles son los contratos con una cuantía superior a 167000€?,SELECT * FROM expedientes WHERE total_amount > 167000;,expedientes,{'cuantia': 167000},cuantia_superior
Busco todas las licitaciones con cuantía superior a 82000€.,SELECT * FROM expedientes WHERE total_amount > 82000;,expedientes,{'cuantia': 82000},cuantia_superior
Filtra por una cuantía superior a 573000€.,SELECT * FROM expedientes WHERE total_amount > 573000;,expedientes,{'cuantia': 573000},cuantia_superior
Busco todos los contratos con cuantía superior a 573000€.,SELECT * FROM expedientes WHERE total_amount > 573000;,expedientes,{'cuantia': 573000},cuantia_superior
Busco todos los expedientes con cuantía superior a 918000€.,SELECT * FROM expedientes WHERE total_amount > 918000;,expedientes,{'cuantia': 918000},cuantia_superior
Enseña los expedientes con cuantía superior a 608000€.,SELECT * FROM expedientes WHERE total_amount > 608000;,expedientes,{'cuantia': 608000},cuantia_superior
¿Cuáles son las licitaciones con una cuantía superior a 429000€?,SELECT * FROM expedientes WHERE total_amount > 429000;,expedientes,{'cuantia': 429000},cuantia_superior
Filtra por una cuantía mayor que 167000€.,SELECT * FROM expedientes WHERE total_amount > 167000;,expedientes,{'cuantia': 167000},cuantia_superior
Filtra por una cuantía mayor a 520000€.,SELECT * FROM expedientes WHERE total_amount > 520000;,expedientes,{'cuantia': 520000},cuantia_superior
Muéstrame todas las licitaciones de Gestión de Servicios Públicos que se ofrecen en Castellón/Castelló.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Castellón/Castelló' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos';,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'region': 'Castellón/Castelló'}",region_tipo
¿Qué expedientes de Privado están activos en Menorca?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Menorca' AND expedientes.procurement_project_type_code = 'Privado';,expedientes,"{'tipo': 'Privado', 'region': 'Menorca'}",region_tipo
Muéstrame todas las licitaciones de Obras que se ofrecen en Región de Murcia.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Región de Murcia' AND expedientes.procurement_project_type_code = 'Obras';,expedientes,"{'tipo': 'Obras', 'region': 'Región de Murcia'}",region_tipo
Enseña las licitaciones de Privado que se hayan publicado en Gran Canaria.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Gran Canaria' AND expedientes.procurement_project_type_code = 'Privado';,expedientes,"{'tipo': 'Privado', 'region': 'Gran Canaria'}",region_tipo
Filtra en Madrid los contratos de Suministros que estén publicados.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Madrid' AND expedientes.procurement_project_type_code = 'Suministros';,expedientes,"{'region': 'Madrid', 'tipo': 'Suministros'}",region_tipo
Enseña los contratos de Patrimonial que hayan salido en Barcelona.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Barcelona' AND expedientes.procurement_project_type_code = 'Patrimonial';,expedientes,"{'tipo': 'Patrimonial', 'region': 'Barcelona'}",region_tipo
Solicito información de expedientes de Servicios en Guadalajara.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Guadalajara' AND expedientes.procurement_project_type_code = 'Servicios';,expedientes,"{'tipo': 'Servicios', 'region': 'Guadalajara'}",region_tipo
¿Cuántos expedientes de Suministros hay disponibles en Granada?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Granada' AND expedientes.procurement_project_type_code = 'Suministros';,expedientes,"{'tipo': 'Suministros', 'region': 'Granada'}",region_tipo
Filtra todas las licitaciones de Obras asociadas a Canarias.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Canarias' AND expedientes.procurement_project_type_code = 'Obras';,expedientes,"{'tipo': 'Obras', 'region': 'Canarias'}",region_tipo
Quiero ver todos los expedientes de Obras publicados en Extra-Regio NUTS.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Extra-Regio NUTS' AND expedientes.procurement_project_type_code = 'Obras';,expedientes,"{'tipo': 'Obras', 'region': 'Extra-Regio NUTS'}",region_tipo
Muéstrame todas las licitaciones de Concesión de Servicios que se ofrecen en La Palma.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'La Palma' AND expedientes.procurement_project_type_code = 'Concesión de Servicios';,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'La Palma'}",region_tipo
Expedientes de Servicios para Este: ¿puedes listarlos?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Este' AND expedientes.procurement_project_type_code = 'Servicios';,expedientes,"{'tipo': 'Servicios', 'region': 'Este'}",region_tipo
"Expedientes de Obras en Teruel, ¿qué opciones tengo?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Teruel' AND expedientes.procurement_project_type_code = 'Obras';,expedientes,"{'tipo': 'Obras', 'region': 'Teruel'}",region_tipo
Filtra en Gran Canaria los expedientes de Gestión de Servicios Públicos disponibles.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Gran Canaria' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos';,expedientes,"{'region': 'Gran Canaria', 'tipo': 'Gestión de Servicios Públicos'}",region_tipo
¿Cuántas licitaciones de Obras hay disponibles en Cuenca?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Cuenca' AND expedientes.procurement_project_type_code = 'Obras';,expedientes,"{'tipo': 'Obras', 'region': 'Cuenca'}",region_tipo
"Expedientes relacionados con Obras para Centro (ES), ¿puedes filtrarlos?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Centro (ES)' AND expedientes.procurement_project_type_code = 'Obras';,expedientes,"{'tipo': 'Obras', 'region': 'Centro (ES)'}",region_tipo
"Licitaciones de Privado para Murcia, ¿puedes listarlas?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Murcia' AND expedientes.procurement_project_type_code = 'Privado';,expedientes,"{'tipo': 'Privado', 'region': 'Murcia'}",region_tipo
"Expedientes de Servicios en Noroeste, ¿tienes un listado?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Noroeste' AND expedientes.procurement_project_type_code = 'Servicios';,expedientes,"{'tipo': 'Servicios', 'region': 'Noroeste'}",region_tipo
¿Cuántos contratos de Concesión de Servicios hay en Albacete?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Albacete' AND expedientes.procurement_project_type_code = 'Concesión de Servicios';,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'Albacete'}",region_tipo
¿Cuántas licitaciones de Patrimonial hay disponibles en Murcia?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Murcia' AND expedientes.procurement_project_type_code = 'Patrimonial';,expedientes,"{'tipo': 'Patrimonial', 'region': 'Murcia'}",region_tipo
Lista todos los expedientes sobre Servicios que existan en Lanzarote.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Lanzarote' AND expedientes.procurement_project_type_code = 'Servicios';,expedientes,"{'tipo': 'Servicios', 'region': 'Lanzarote'}",region_tipo
¿Podrías indicarme todos los expedientes de Gestión de Servicios Públicos dados de alta en Andalucía?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Andalucía' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos';,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'region': 'Andalucía'}",region_tipo
Necesito consultar contratos de Servicios para Sur.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Sur' AND expedientes.procurement_project_type_code = 'Servicios';,expedientes,"{'tipo': 'Servicios', 'region': 'Sur'}",region_tipo
Muestra los expedientes de Patrimonial creados en Andalucía.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Andalucía' AND expedientes.procurement_project_type_code = 'Patrimonial';,expedientes,"{'tipo': 'Patrimonial', 'region': 'Andalucía'}",region_tipo
Muéstrame todos los contratos de Concesión de Servicios correspondientes a Melilla.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Melilla' AND expedientes.procurement_project_type_code = 'Concesión de Servicios';,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'Melilla'}",region_tipo
Filtra en Cataluña los expedientes de Obras disponibles.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Cataluña' AND expedientes.procurement_project_type_code = 'Obras';,expedientes,"{'region': 'Cataluña', 'tipo': 'Obras'}",region_tipo
¿Qué expedientes de Concesión de Servicios están activos en Comunitat Valenciana?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Comunitat Valenciana' AND expedientes.procurement_project_type_code = 'Concesión de Servicios';,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'Comunitat Valenciana'}",region_tipo
Lista todos los expedientes sobre Servicios que existan en Albacete.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Albacete' AND expedientes.procurement_project_type_code = 'Servicios';,expedientes,"{'tipo': 'Servicios', 'region': 'Albacete'}",region_tipo
Lista todas las licitaciones sobre Concesión de Servicios en Araba/Álava.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Araba/Álava' AND expedientes.procurement_project_type_code = 'Concesión de Servicios';,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'Araba/Álava'}",region_tipo
Filtra en Bizkaia los contratos de Suministros que estén publicados.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Bizkaia' AND expedientes.procurement_project_type_code = 'Suministros';,expedientes,"{'region': 'Bizkaia', 'tipo': 'Suministros'}",region_tipo
"Contratos de Patrimonial para Huelva, ¿los tienes disponibles?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Huelva' AND expedientes.procurement_project_type_code = 'Patrimonial';,expedientes,"{'tipo': 'Patrimonial', 'region': 'Huelva'}",region_tipo
Muéstrame todos los expedientes de Patrimonial para Centro (ES).,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Centro (ES)' AND expedientes.procurement_project_type_code = 'Patrimonial';,expedientes,"{'tipo': 'Patrimonial', 'region': 'Centro (ES)'}",region_tipo
Lista todos los contratos sobre Obras en Cataluña.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Cataluña' AND expedientes.procurement_project_type_code = 'Obras';,expedientes,"{'tipo': 'Obras', 'region': 'Cataluña'}",region_tipo
"Busco expedientes de Concesión de Servicios en Eivissa y Formentera, ¿me los muestras?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Eivissa y Formentera' AND expedientes.procurement_project_type_code = 'Concesión de Servicios';,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'Eivissa y Formentera'}",region_tipo
"Estoy buscando licitaciones de Suministros en Comunitat Valenciana, ¿puedes ayudarme?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Comunitat Valenciana' AND expedientes.procurement_project_type_code = 'Suministros';,expedientes,"{'tipo': 'Suministros', 'region': 'Comunitat Valenciana'}",region_tipo
Enseña los expedientes de Suministros que se hayan emitido en Zamora.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Zamora' AND expedientes.procurement_project_type_code = 'Suministros';,expedientes,"{'tipo': 'Suministros', 'region': 'Zamora'}",region_tipo
¿Qué contratos de Gestión de Servicios Públicos están vigentes en Toledo?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Toledo' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos';,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'region': 'Toledo'}",region_tipo
"Estoy buscando expedientes de Gestión de Servicios Públicos en León, ¿me puedes ayudar?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'León' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos';,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'region': 'León'}",region_tipo
Solicito información de expedientes de Servicios en Ciudad de Ceuta.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ciudad de Ceuta' AND expedientes.procurement_project_type_code = 'Servicios';,expedientes,"{'tipo': 'Servicios', 'region': 'Ciudad de Ceuta'}",region_tipo
"Busco expedientes de Servicios en Región de Murcia, ¿me los muestras?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Región de Murcia' AND expedientes.procurement_project_type_code = 'Servicios';,expedientes,"{'tipo': 'Servicios', 'region': 'Región de Murcia'}",region_tipo
¿Cuáles son los expedientes de Gestión de Servicios Públicos en A Coruña?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'A Coruña' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos';,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'region': 'A Coruña'}",region_tipo
Muéstrame todos los expedientes de Patrimonial para Valladolid.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Valladolid' AND expedientes.procurement_project_type_code = 'Patrimonial';,expedientes,"{'tipo': 'Patrimonial', 'region': 'Valladolid'}",region_tipo
Filtra todas las licitaciones de Privado asociadas a La Rioja.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'La Rioja' AND expedientes.procurement_project_type_code = 'Privado';,expedientes,"{'tipo': 'Privado', 'region': 'La Rioja'}",region_tipo
Muéstrame todos los contratos de Concesión de Servicios correspondientes a Málaga.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Málaga' AND expedientes.procurement_project_type_code = 'Concesión de Servicios';,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'Málaga'}",region_tipo
¿Qué expedientes de Concesión de Servicios están activos en Asturias?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Asturias' AND expedientes.procurement_project_type_code = 'Concesión de Servicios';,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'Asturias'}",region_tipo
Necesito consultar contratos de Suministros para Bizkaia.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Bizkaia' AND expedientes.procurement_project_type_code = 'Suministros';,expedientes,"{'tipo': 'Suministros', 'region': 'Bizkaia'}",region_tipo
Necesito consultar expedientes de Servicios para Este.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Este' AND expedientes.procurement_project_type_code = 'Servicios';,expedientes,"{'tipo': 'Servicios', 'region': 'Este'}",region_tipo
Enséñame los expedientes que correspondan a Concesión de Servicios en Jaén.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Jaén' AND expedientes.procurement_project_type_code = 'Concesión de Servicios';,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'Jaén'}",region_tipo
¿Cuáles son los expedientes de Obras actualmente registrados en Sur?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Sur' AND expedientes.procurement_project_type_code = 'Obras';,expedientes,"{'tipo': 'Obras', 'region': 'Sur'}",region_tipo
"Expedientes de Servicios en País Vasco, ¿qué opciones tengo?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'País Vasco' AND expedientes.procurement_project_type_code = 'Servicios';,expedientes,"{'tipo': 'Servicios', 'region': 'País Vasco'}",region_tipo
Filtra en Sevilla los contratos de Privado que estén publicados.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Sevilla' AND expedientes.procurement_project_type_code = 'Privado';,expedientes,"{'region': 'Sevilla', 'tipo': 'Privado'}",region_tipo
